source,dataset,date,time,latitude,longitude,variable,value,unit
open_meteo,air_quality,2026-05-06,2026-05-06T07:00,40.4,-3.6999989,carbon_dioxide,462,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T08:00,40.4,-3.6999989,ozone,17.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T08:00,40.4,-3.6999989,carbon_dioxide,460,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T09:00,40.4,-3.6999989,ozone,29.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T09:00,40.4,-3.6999989,carbon_dioxide,458,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T10:00,40.4,-3.6999989,ozone,48.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T10:00,40.4,-3.6999989,carbon_dioxide,455,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T11:00,40.4,-3.6999989,ozone,60.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T11:00,40.4,-3.6999989,carbon_dioxide,453,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T12:00,40.4,-3.6999989,ozone,70.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T12:00,40.4,-3.6999989,carbon_dioxide,451,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T13:00,40.4,-3.6999989,ozone,82.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T13:00,40.4,-3.6999989,carbon_dioxide,449,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T14:00,40.4,-3.6999989,ozone,94.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T14:00,40.4,-3.6999989,carbon_dioxide,448,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T15:00,40.4,-3.6999989,ozone,101.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T15:00,40.4,-3.6999989,carbon_dioxide,448,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T16:00,40.4,-3.6999989,ozone,103.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T16:00,40.4,-3.6999989,carbon_dioxide,448,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T17:00,40.4,-3.6999989,ozone,105.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T17:00,40.4,-3.6999989,carbon_dioxide,449,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T18:00,40.4,-3.6999989,ozone,106.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T18:00,40.4,-3.6999989,carbon_dioxide,449,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T19:00,40.4,-3.6999989,ozone,106.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T19:00,40.4,-3.6999989,carbon_dioxide,449,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T20:00,40.4,-3.6999989,ozone,101.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T20:00,40.4,-3.6999989,carbon_dioxide,450,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T21:00,40.4,-3.6999989,ozone,90.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T21:00,40.4,-3.6999989,carbon_dioxide,451,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T22:00,40.4,-3.6999989,ozone,83.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T22:00,40.4,-3.6999989,carbon_dioxide,453,ppm
open_meteo,air_quality,2026-05-06,2026-05-06T23:00,40.4,-3.6999989,ozone,74.0,μg/m³
open_meteo,air_quality,2026-05-06,2026-05-06T23:00,40.4,-3.6999989,carbon_dioxide,454,ppm
