source,dataset,date,time,latitude,longitude,variable,value,unit
open_meteo,historical_weather,2026-05-07,2026-05-07T16:00,40.386642,-3.6760864,temperature_2m,15.4,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T16:00,40.386642,-3.6760864,precipitation,1.6,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T17:00,40.386642,-3.6760864,temperature_2m,16.9,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T17:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T18:00,40.386642,-3.6760864,temperature_2m,17.9,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T18:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T19:00,40.386642,-3.6760864,temperature_2m,17.5,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T19:00,40.386642,-3.6760864,precipitation,0.3,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T20:00,40.386642,-3.6760864,temperature_2m,13.9,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T20:00,40.386642,-3.6760864,precipitation,0.4,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T21:00,40.386642,-3.6760864,temperature_2m,14.1,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T21:00,40.386642,-3.6760864,precipitation,0.1,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T22:00,40.386642,-3.6760864,temperature_2m,13.7,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T22:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,historical_weather,2026-05-07,2026-05-07T23:00,40.386642,-3.6760864,temperature_2m,13.2,°C
open_meteo,historical_weather,2026-05-07,2026-05-07T23:00,40.386642,-3.6760864,precipitation,0.0,mm
open_meteo,air_quality,2026-05-07,2026-05-07T00:00,40.4,-3.6999989,ozone,68.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T00:00,40.4,-3.6999989,carbon_dioxide,454,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T01:00,40.4,-3.6999989,ozone,64.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T01:00,40.4,-3.6999989,carbon_dioxide,454,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T02:00,40.4,-3.6999989,ozone,57.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T02:00,40.4,-3.6999989,carbon_dioxide,454,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T03:00,40.4,-3.6999989,ozone,55.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T03:00,40.4,-3.6999989,carbon_dioxide,454,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T04:00,40.4,-3.6999989,ozone,58.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T04:00,40.4,-3.6999989,carbon_dioxide,454,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T05:00,40.4,-3.6999989,ozone,62.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T05:00,40.4,-3.6999989,carbon_dioxide,453,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T06:00,40.4,-3.6999989,ozone,61.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T06:00,40.4,-3.6999989,carbon_dioxide,452,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T07:00,40.4,-3.6999989,ozone,60.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T07:00,40.4,-3.6999989,carbon_dioxide,451,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T08:00,40.4,-3.6999989,ozone,56.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T08:00,40.4,-3.6999989,carbon_dioxide,450,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T09:00,40.4,-3.6999989,ozone,59.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T09:00,40.4,-3.6999989,carbon_dioxide,450,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T10:00,40.4,-3.6999989,ozone,69.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T10:00,40.4,-3.6999989,carbon_dioxide,451,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T11:00,40.4,-3.6999989,ozone,72.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T11:00,40.4,-3.6999989,carbon_dioxide,451,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T12:00,40.4,-3.6999989,ozone,78.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T12:00,40.4,-3.6999989,carbon_dioxide,451,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T13:00,40.4,-3.6999989,ozone,86.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T13:00,40.4,-3.6999989,carbon_dioxide,450,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T14:00,40.4,-3.6999989,ozone,94.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T14:00,40.4,-3.6999989,carbon_dioxide,450,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T15:00,40.4,-3.6999989,ozone,99.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T15:00,40.4,-3.6999989,carbon_dioxide,449,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T16:00,40.4,-3.6999989,ozone,99.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T16:00,40.4,-3.6999989,carbon_dioxide,449,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T17:00,40.4,-3.6999989,ozone,98.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T17:00,40.4,-3.6999989,carbon_dioxide,449,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T18:00,40.4,-3.6999989,ozone,101.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T18:00,40.4,-3.6999989,carbon_dioxide,450,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T19:00,40.4,-3.6999989,ozone,100.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T19:00,40.4,-3.6999989,carbon_dioxide,453,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T20:00,40.4,-3.6999989,ozone,94.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T20:00,40.4,-3.6999989,carbon_dioxide,455,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T21:00,40.4,-3.6999989,ozone,82.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T21:00,40.4,-3.6999989,carbon_dioxide,458,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T22:00,40.4,-3.6999989,ozone,67.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T22:00,40.4,-3.6999989,carbon_dioxide,461,ppm
open_meteo,air_quality,2026-05-07,2026-05-07T23:00,40.4,-3.6999989,ozone,49.0,μg/m³
open_meteo,air_quality,2026-05-07,2026-05-07T23:00,40.4,-3.6999989,carbon_dioxide,462,ppm
