source,dataset,date,time,latitude,longitude,variable,value,unit
open_meteo,air_quality,2026-05-05,2026-05-05T03:00,40.4,-3.6999989,carbon_dioxide,454,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T04:00,40.4,-3.6999989,ozone,61.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T04:00,40.4,-3.6999989,carbon_dioxide,452,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T05:00,40.4,-3.6999989,ozone,58.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T05:00,40.4,-3.6999989,carbon_dioxide,451,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T06:00,40.4,-3.6999989,ozone,51.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T06:00,40.4,-3.6999989,carbon_dioxide,452,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T07:00,40.4,-3.6999989,ozone,39.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T07:00,40.4,-3.6999989,carbon_dioxide,455,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T08:00,40.4,-3.6999989,ozone,29.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T08:00,40.4,-3.6999989,carbon_dioxide,456,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T09:00,40.4,-3.6999989,ozone,36.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T09:00,40.4,-3.6999989,carbon_dioxide,454,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T10:00,40.4,-3.6999989,ozone,56.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T10:00,40.4,-3.6999989,carbon_dioxide,451,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T11:00,40.4,-3.6999989,ozone,73.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T11:00,40.4,-3.6999989,carbon_dioxide,449,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T12:00,40.4,-3.6999989,ozone,85.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T12:00,40.4,-3.6999989,carbon_dioxide,448,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T13:00,40.4,-3.6999989,ozone,90.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T13:00,40.4,-3.6999989,carbon_dioxide,447,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T14:00,40.4,-3.6999989,ozone,92.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T14:00,40.4,-3.6999989,carbon_dioxide,446,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T15:00,40.4,-3.6999989,ozone,95.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T15:00,40.4,-3.6999989,carbon_dioxide,446,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T16:00,40.4,-3.6999989,ozone,95.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T16:00,40.4,-3.6999989,carbon_dioxide,446,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T17:00,40.4,-3.6999989,ozone,90.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T17:00,40.4,-3.6999989,carbon_dioxide,446,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T18:00,40.4,-3.6999989,ozone,87.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T18:00,40.4,-3.6999989,carbon_dioxide,446,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T19:00,40.4,-3.6999989,ozone,88.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T19:00,40.4,-3.6999989,carbon_dioxide,446,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T20:00,40.4,-3.6999989,ozone,84.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T20:00,40.4,-3.6999989,carbon_dioxide,447,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T21:00,40.4,-3.6999989,ozone,81.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T21:00,40.4,-3.6999989,carbon_dioxide,448,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T22:00,40.4,-3.6999989,ozone,77.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T22:00,40.4,-3.6999989,carbon_dioxide,449,ppm
open_meteo,air_quality,2026-05-05,2026-05-05T23:00,40.4,-3.6999989,ozone,75.0,μg/m³
open_meteo,air_quality,2026-05-05,2026-05-05T23:00,40.4,-3.6999989,carbon_dioxide,450,ppm
